name,symbol,market_cap,volume_24h,market_cap_ratio,volume_24h_ratio
Omni Network,OMNI,117608535.78576617,75629424.10694353,0.00,0.01
Celer Network,CELR,117215007.35284786,17168172.28937868,0.00,0.00
ANyONe Protocol,ANYONE,116808039.5808171,2576469.47606127,0.00,0.00
Cartesi,CTSI,116470871.00858597,24184236.12308156,0.00,0.00
dKargo,DKA,116295941.89199509,2366222.17187208,0.00,0.00
ANDY (ETH),ANDY,115939636.83387448,9279691.24018076,0.00,0.00
Ponke,PONKE,115329516.22502683,40592403.64594716,0.00,0.01
Pundi X (New),PUNDIX,115072102.76033308,15871310.46464032,0.00,0.00
Access Protocol,ACS,115066928.00926892,3415482.5645239,0.00,0.00
Devve,DEVVE,114632371.42939775,2879328.36954931,0.00,0.00
Suilend,SEND,113891525.02977183,3632310.03364931,0.00,0.00
Node AI,GPU,113849651.87642753,2577215.59324255,0.00,0.00
API3,API3,113759757.51065987,26348774.93143896,0.00,0.00
Oasys,OAS,112349911.41931479,4795741.17737676,0.00,0.00
Seedify.fund,SFUND,111710208.20300047,2369305.65812538,0.00,0.00
NetMind Token,NMT,110968736.80807708,4163240.91974742,0.00,0.00
Solv Protocol,SOLV,110777768.03170125,317633471.5848404,0.00,0.05
Cookie DAO,COOKIE,110764569.06492093,54570610.20874871,0.00,0.01
Degen,DEGEN,110736634.11395077,57838652.69811637,0.00,0.01
Aurora,AURORA,109875322.93582495,3636600.35115375,0.00,0.00
Arcblock,ABT,109568853.959351,2562871.22931904,0.00,0.00
Treasure,MAGIC,108627664.06801122,47090552.65492053,0.00,0.01
Synapse,SYN,108288256.234393,21506027.2252619,0.00,0.00
Orbs,ORBS,108231843.60512702,8270842.08473534,0.00,0.00
Orchid,OXT,107892448.06545351,13447942.39980765,0.00,0.00
Oraichain,ORAI,107767186.05913277,5011491.28134739,0.00,0.00
Steem,STEEM,107215330.00647512,65025995.85070502,0.00,0.01
MiL.k,MLK,106976448.1002624,6759752.77349712,0.00,0.00
IAGON,IAG,105681559.42464916,538032.12694427,0.00,0.00
Landwolf 0x67,WOLF,105605147.79559182,10548398.2680552,0.00,0.00
Vulcan Forged (PYR),PYR,104393444.85009228,19279173.21891219,0.00,0.00
CUDOS,CUDOS,103935013.085611,10918.31612098,0.00,0.00
Secret,SCRT,103105203.80857499,25132855.17352504,0.00,0.00
Prom,PROM,102960270.74639186,30685835.72038694,0.00,0.00
BinaryX,BNX,102947360.8549699,15532004.29683005,0.00,0.00
ArchLoot,AL,102923425.78060159,26706548.25382514,0.00,0.00
GameStop (gamestop-coin.vip),GME,102643246.71632782,3486926.33405353,0.00,0.00
Swarms,SWARMS,102305899.03723608,187839691.09037578,0.00,0.03
Spectral,SPEC,102042637.30333155,7253805.89125634,0.00,0.00
Autonolas,OLAS,100834885.99567404,988370.46070357,0.00,0.00
Kyber Network Crystal v2,KNC,100750998.07800967,22142681.69580526,0.00,0.00
Portal,PORTAL,100293779.16341309,51424198.8446336,0.00,0.01
MediBloc,MED,99792333.22858873,6927531.5376152,0.00,0.00
Velodrome Finance,VELO,99761225.33819537,26931632.87296224,0.00,0.00
Artificial Liquid Intelligence,ALI,99539874.30949686,3073407.98280181,0.00,0.00
Zircuit,ZRC,99409255.8162503,61622506.43348689,0.00,0.01
Shentu,CTK,98729458.31646569,16756959.08650166,0.00,0.00
Numeraire,NMR,98695174.05285063,17661155.41642971,0.00,0.00
AI Companions,AIC,98098141.96762393,5674213.32309885,0.00,0.00
Ark,ARK,97657873.26780057,23769619.93874728,0.00,0.00
ORBIT,GRIFT,97479598.31097606,38341260.0436265,0.00,0.01
Propy,PRO,96622794.49532506,3314617.48618615,0.00,0.00
Mode,MODE,96347487.93732929,6196087.81215064,0.00,0.00
48 Club Token,KOGE,95965413.95866951,545519.17610044,0.00,0.00
GameBuild,GAME,95749204.87541492,88359233.24035035,0.00,0.01
pippin,PIPPIN,94433335.45014028,81651990.68091485,0.00,0.01
Hashflow,HFT,94072109.28014858,30640905.87137328,0.00,0.00
Tokenlon Network Token,LON,94044359.34242107,469628.22777172,0.00,0.00
Assemble AI,ASM,93771799.06052457,6761561.40630849,0.00,0.00
EURC,EURC,93749097.94112809,22283254.07997814,0.00,0.00
BitMart Token,BMX,93688878.41184963,4101597.8039952,0.00,0.00
Pax Dollar,USDP,93621626.55885638,1554032.89892687,0.00,0.00
Neutron,NTRN,93602174.18700103,11440295.70122081,0.00,0.00
Symbol,XYM,93125941.57390045,1159882.34952694,0.00,0.00
Moonriver,MOVR,92375109.00644015,15996767.17874703,0.00,0.00
Osaka Protocol,OSAK,92166785.95093442,1295217.4139503,0.00,0.00
Stonks,STNK,92052352.71760997,24855801.64358322,0.00,0.00
Mr Mint,MNT,91807741.53004412,178147.78439786,0.00,0.00
Stronghold Token,SHX,91758431.6354012,2228301.56936196,0.00,0.00
Metal DAO,MTL,91186086.18814808,15309249.33246923,0.00,0.00
WINkLink,WIN,91145323.51469025,69841387.1688238,0.00,0.01
Alephium,ALPH,90412424.68009388,3646196.80557069,0.00,0.00
MetFi,METFI,90034656.25952609,333749.39338439,0.00,0.00
Cyber,CYBER,89987337.60669455,36788904.32985067,0.00,0.01
Decentralized Social,DESO,89676931.39985408,822898.53881874,0.00,0.00
NeuralAI,NEURAL,89653583.37729594,1191304.91204962,0.00,0.00
Ardor,ARDR,89548819.16747035,12575343.64345318,0.00,0.00
Hive AI,BUZZ,89519926.13570085,136191756.64725974,0.00,0.02
TerraClassicUSD,USTC,89023453.76093774,19025895.12048303,0.00,0.00
Merlin Chain,MERL,88909303.14541382,41834482.42024594,0.00,0.01
TrueFi,TRU,88862694.53257754,26226635.46613751,0.00,0.00
Braintrust,BTRST,88710333.88761531,236594.31620695,0.00,0.00
Maple Finance,SYRUP,88552216.93295297,1390176.74874702,0.00,0.00
Lumia,LUMIA,88264360.22914281,26070659.45705021,0.00,0.00
USDB,USDB,87706224.4575924,51995782.49392109,0.00,0.01
HashAI,HASHAI,87640916.63551943,2749305.57128221,0.00,0.00
Request,REQ,87555664.19147888,3164107.02764887,0.00,0.00
Covalent X Token,CXT,87304553.03421119,4021915.11077766,0.00,0.00
Dusk,DUSK,87275686.84251289,26963687.00541463,0.00,0.00
Bitcoin Wizards,WZRD,87261171.22759713,323978.21340543,0.00,0.00
Highstreet,HIGH,87145127.00746553,35599281.00768,0.00,0.01
Rootstock Infrastructure Framework,RIF,86366740.8577721,7356413.78048574,0.00,0.00
Coreum,COREUM,86299726.66046935,979233.62857871,0.00,0.00
DODO,DODO,86161034.83198172,21317362.67896992,0.00,0.00
Bounce Token,AUCTION,86117103.50397924,30629536.7774236,0.00,0.00
ApeX Protocol,APEX,86102766.96722642,50575530.22650731,0.00,0.01
Realio Network,RIO,85539780.3200787,7463792.31871765,0.00,0.00
WhiteRock,WHITE,85222557.25313312,22510.06294808,0.00,0.00
Bone ShibaSwap,BONE,83695951.64697513,13867033.83395449,0.00,0.00
Acala Token,ACA,83574854.52264534,19502937.01729265,0.00,0.00
Badger DAO,BADGER,83225597.9540236,38571075.20588164,0.00,0.01
Paycoin,PCI,83214908.29867046,600713.28623222,0.00,0.00
Verum Coin,VERUM,83162884.14821881,68582.1581228,0.00,0.00
Bitget Wallet Token,BWB,81523846.63051689,2739.12554872,0.00,0.00
Bancor,BNT,81327668.8599262,16398498.76986183,0.00,0.00
SaucerSwap,SAUCE,81006837.05060472,1353848.36593877,0.00,0.00
ECOMI,OMI,80995785.82831636,720539.51178558,0.00,0.00
OX Coin,OX,80855660.86880298,3080795.76070559,0.00,0.00
NFPrompt,NFP,79621026.5598571,17463730.99795564,0.00,0.00
Staika,STIK,79167169.61498733,2160706.32509398,0.00,0.00
Cobak Token,CBK,78857842.96274486,15307411.42827609,0.00,0.00
Tokamak Network,TOKAMAK,78231470.06485607,6319574.44235073,0.00,0.00
dForce,DF,78117722.86390606,33982521.31709032,0.00,0.00
Catizen,CATI,77457629.26646934,51703305.31012788,0.00,0.01
Just a chill guy,CHILLGUY,77363990.48608541,102106851.14811239,0.00,0.01
MAGA (magamemecoin.com),TRUMP,77174531.07038929,44718345.4517557,0.00,0.01
Hifi Finance,HIFI,76939725.5871867,25542385.30409659,0.00,0.00
Maverick Protocol,MAV,76774942.69233538,14676746.32669075,0.00,0.00
ResearchCoin,RSC,76149107.68573076,1626154.46582405,0.00,0.00
Syscoin,SYS,75733247.6752747,4651125.2396378,0.00,0.00
DeFi Pulse Index,DPI,75365269.09228414,290785.98640918,0.00,0.00
SuperRare,RARE,75270481.94662955,21914243.38766672,0.00,0.00
DIA,DIA,75025974.20244746,20213163.75390593,0.00,0.00
X Empire,X,74549368.53823967,115999238.1637038,0.00,0.02
SLERF,SLERF,74444919.86185108,79156397.05861539,0.00,0.01
Fusionist,ACE,73088597.8795537,32568855.92669986,0.00,0.00
THENA,THE,72812698.6549777,61663382.92140626,0.00,0.01
QuarkChain,QKC,72603790.30899946,8987993.51792379,0.00,0.00
Loom Network,LOOM,72296601.06411391,4928439.36493638,0.00,0.00
Solidus Ai Tech,AITECH,72112349.8368546,7945458.88199812,0.00,0.00
XION,XION,71505947.64905173,18377409.20981072,0.00,0.00
lisUSD,lisUSD,71278114.66011104,5697881.8011726,0.00,0.00
USDX [Kava],USDX,70991714.52884774,251197.64550362,0.00,0.00
MyNeighborAlice,ALICE,70591236.83794287,25158474.38079409,0.00,0.00
Ethena Labs (USDTb),USDTb,70409076.9898256,0.0,0.00,0.00
Nakamoto Games,NAKA,70255400.3950083,14674820.49704286,0.00,0.00
Stargate Finance,STG,70133231.25300172,66406226.68585074,0.00,0.01
Hooked Protocol,HOOK,69814782.70352423,27981309.41875467,0.00,0.00
LOFI,LOFI,69596086.64926724,35638670.18330897,0.00,0.01
Newton,NEW,69368336.92644465,8105684.84114302,0.00,0.00
Helium Mobile,MOBILE,69248551.09976077,6838071.839055,0.00,0.00
inSure DeFi,SURE,69151956.03901044,173541.96450192,0.00,0.00
sudeng,HIPPO,68970377.46175589,44440892.30987984,0.00,0.01
RETARDIO,RETARDIO,68889614.40098055,14359114.0009102,0.00,0.00
Origin Protocol,OGN,68867427.27422225,21522602.22367745,0.00,0.00
GEODNET,GEOD,68824270.61744143,1379568.54178811,0.00,0.00
PolySwarm,NCT,68744033.77749808,11171554.56418192,0.00,0.00
Euler,EUL,68730164.52334082,1717841.73085143,0.00,0.00
BENQI,QI,68176437.98379067,7117317.96716596,0.00,0.00
Aleph Zero,AZERO,67654206.3028029,3033372.14161738,0.00,0.00
DAR Open Network,D,67573193.43960823,11820599.8133726,0.00,0.00
StormX,STMX,67299903.7792442,20751176.21042147,0.00,0.00
Ampleforth Governance Token,FORTH,67288295.57662404,7428710.86244629,0.00,0.00
Steem Dollars,SBD,67132114.06339039,42821650.29598299,0.00,0.01
Puffer,PUFFER,66705485.03168891,76758798.47244579,0.00,0.01
XPLA,XPLA,66091185.73776608,1929398.65920938,0.00,0.00
VaderAI by Virtuals,VADER,65781171.13115592,2372662.68621069,0.00,0.00
Wise Monkey,MONKY,65760205.7909535,7115302.67161127,0.00,0.00
ARPA,ARPA,65568175.495640755,21754223.66078853,0.00,0.00
Ancient8,A8,65369219.127862774,4543949.9549437,0.00,0.00
Hippocrat,HPO,64983054.63450736,3878236.43630756,0.00,0.00
DAO Maker,DAO,64810103.704675324,12622875.98072084,0.00,0.00
CoinEx Token,CET,64728450.28949464,427326.33517271,0.00,0.00
RSS3,RSS3,64359318.05276729,5943482.92587989,0.00,0.00
MOBOX,MBOX,64186316.399097495,29025760.73421428,0.00,0.00
RACA,RACA,63743701.11774531,15290754.12029574,0.00,0.00
PARSIQ,PRQ,63665119.93659898,4075482.99087522,0.00,0.00
Phoenix,PHB,63641773.73883636,22388654.82973005,0.00,0.00
NYM,NYM,63139110.83267776,1161892.48813514,0.00,0.00
Automata Network,ATA,62197743.13679459,21661016.87027077,0.00,0.00
NKN,NKN,61934497.13411499,17118286.91842405,0.00,0.00
MARBLEX,MBX,61368193.40008997,1244185.86825026,0.00,0.00
Minswap,MIN,60952618.06633413,361891.19376651,0.00,0.00
CLV,CLV,60933636.740637355,15452710.85042416,0.00,0.00
H2O DAO,H2O,60840333.81568608,534239.72688168,0.00,0.00
MovieBloc,MBL,60644647.47416762,9093802.3399778,0.00,0.00
BUSD,BUSD,60493230.69437068,16258827.41177829,0.00,0.00
Stella,ALPHA,60344399.980077855,19545946.5509688,0.00,0.00
BakeryToken,BAKE,60292168.48334617,19100463.64331357,0.00,0.00
AI Analysis Token,AIAT,60163231.35708433,457859.58593273,0.00,0.00
Venus BUSD,vBUSD,60107907.56899398,0.0,0.00,0.00
Islamic Coin,ISLM,60062867.45329749,2319853.47185099,0.00,0.00
Coq Inu,COQ,60026611.49743689,10456555.69877695,0.00,0.00
Gemini Dollar,GUSD,59795367.42355458,5772315.13685755,0.00,0.00
McDull,MCDULL,59789292.06812234,233889.6855505,0.00,0.00
Renzo,REZ,59785373.946581654,35906532.10008205,0.00,0.01
Gearbox Protocol,GEAR,59693600.01688212,1331607.04665872,0.00,0.00
Comedian,BAN,59625358.62275706,154595094.38612145,0.00,0.02
Radiant Capital,RDNT,59389589.45127964,32794251.26960537,0.00,0.00
Telos,TLOS,59286748.77272154,11923652.55481033,0.00,0.00
Alchemist AI,ALCH,58931999.14616228,94201654.84095891,0.00,0.01
PaLM AI,PALM,58795586.947150044,1539355.44767352,0.00,0.00
Alien Worlds,TLM,58779272.375678316,25479468.47781782,0.00,0.00
Stader,SD,58701111.50891619,13601618.56585968,0.00,0.00
Zebec Network,ZBCN,58612214.32362591,12588188.94399312,0.00,0.00
SUNDOG,SUNDOG,58293534.376335114,55689259.53079955,0.00,0.01
LimeWire,LMWR,58232307.73483729,3170906.79286467,0.00,0.00
Liquity USD,LUSD,57968759.39214936,167933.75050131,0.00,0.00
Pundi AI,FX,57862859.972069934,752143.79218719,0.00,0.00
Metacraft,MCT,57807206.07999718,4196.1789935,0.00,0.00
Maple,MPL,57074960.000323035,850605.56348957,0.00,0.00
Toko Token,TKO,56924904.329747885,4243611.1501552,0.00,0.00
Pangolin,PNG,56893307.256022714,2267643.70531244,0.00,0.00
Strike,STRK,56742248.45793793,61329617.89270146,0.00,0.01
MAP Protocol,MAPO,56504472.00073205,17124187.60129296,0.00,0.00
Radworks,RAD,56070792.349900395,25692096.40883513,0.00,0.00
Parcl,PRCL,55933222.592380956,79519789.13162957,0.00,0.01
Wen,WEN,55900846.59219122,38722920.3087768,0.00,0.01
Bifrost,BFC,55503381.14621866,11492950.48837964,0.00,0.00
Metadium,META,55494983.03036447,2218527.72149413,0.00,0.00
Victoria VR,VR,55308416.82387223,21626739.15635906,0.00,0.00
Gods Unchained,GODS,55168184.372511715,1724128.42741867,0.00,0.00
LeverFi,LEVER,55122225.59553125,19027548.3095235,0.00,0.00
Eliza (elizawakesup),ELIZA,55098160.9964884,20603272.83500511,0.00,0.00
Reploy,RAI,54797599.68292873,32522017.7788325,0.00,0.00
ORA,ORA,54656157.31820201,8215145.62664965,0.00,0.00
LUKSO,LYX,54628141.250510894,1997991.54504539,0.00,0.00
Orderly Network,ORDER,54213843.84513489,48292853.59890211,0.00,0.01
Aergo,AERGO,54123355.77085871,17833329.8032627,0.00,0.00
MESSIER,M87,54021125.62706206,2201673.38306342,0.00,0.00
Anchored Coins AEUR,AEUR,53866424.912153885,236559.10973034,0.00,0.00
Sweat Economy,SWEAT,53461055.20931307,12518045.94896141,0.00,0.00
Shadow Token,SHDW,53409982.07370638,2590483.49025367,0.00,0.00
Kujira,KUJI,53312840.741539545,910644.35691548,0.00,0.00
SynFutures,F,53045892.6130288,49369782.07595763,0.00,0.01
Litentry,LIT,52894883.88948641,16815236.45262201,0.00,0.00
Cakepie,CKP,52834861.27418691,1505523.20096212,0.00,0.00
SIGMA,SIGMA,52574409.62891351,7912331.94901824,0.00,0.00
Alkimi,ADS,52130297.88923539,793890.87218154,0.00,0.00
Top Hat,HAT,51890607.09240428,14942377.72757478,0.00,0.00
XPR Network,XPR,51808412.3906914,17241066.23044537,0.00,0.00
Luna by Virtuals,LUNA,51688175.552007355,1418240.28811988,0.00,0.00
Tethereum,T99,50865765.90576696,1108.77388023,0.00,0.00
Cortex,CTXC,50736092.08965212,13731520.20654349,0.00,0.00
AVA (Travala),AVA,50734383.793262504,50069577.06713388,0.00,0.01
Unizen,ZCX,50716192.02151744,5061990.6742937,0.00,0.00
BugsCoin,BGSC,50715035.27525623,5263569.26942383,0.00,0.00
Lista DAO,LISTA,50478300.835084595,24926313.4294687,0.00,0.00
ViciCoin,VCNT,50468198.024022356,135092.10951687,0.00,0.00
michi (SOL),$MICHI,49755664.80847684,21766711.18114791,0.00,0.00
Gitcoin,GTC,49752093.3741606,17685546.68261913,0.00,0.00
PlatON,LAT,49367650.707774624,8768987.42313159,0.00,0.00
WUFFI,WUF,49343536.06170263,11311979.63310157,0.00,0.00
KARRAT,KARRAT,49316383.05754483,2485106.96159137,0.00,0.00
Rekt (rektcoin.com),REKT,49241552.871005476,15418237.77270426,0.00,0.00
ChainSwap,CSWAP,49107485.51052198,423517.94163204,0.00,0.00
Milady Meme Coin,LADYS,48545660.43474386,23555956.77524265,0.00,0.00
OMG Network,OMG,48411294.83026712,13803368.93368151,0.00,0.00
Uquid Coin,UQC,48192232.1601009,272562.70944901,0.00,0.00
Forta,FORT,48172271.707891345,1033168.47564295,0.00,0.00
REI Network,REI,47980936.842069305,6655083.02130806,0.00,0.00
Wojak,WOJAK,47885760.14875961,4463641.92529288,0.00,0.00
Shuffle,SHFL,47440362.52760519,1146924.94858602,0.00,0.00
RARI,RARI,47359789.60852897,1605847.03729806,0.00,0.00
Star Atlas,ATLAS,47095295.3868025,3362072.5752852,0.00,0.00
Myria,MYRIA,46962880.62995617,2829157.99976859,0.00,0.00
Pocket Network,POKT,46867347.58262086,2300332.635369,0.00,0.00
Gains Network,GNS,46816563.7557855,6518591.0748488,0.00,0.00
DEAPcoin,DEP,46506225.89924021,1932816.61018237,0.00,0.00
Ethernity Chain,ERN,46440235.30708989,13692662.48531651,0.00,0.00
LTO Network,LTO,46360717.10428344,3762302.54740079,0.00,0.00
NAVI Protocol,NAVX,46196162.21378106,6002273.00906609,0.00,0.00
Hunt Town,HUNT,46127537.6734044,3907675.18980879,0.00,0.00
tokenbot,CLANKER,45635830.26190978,21984967.14456363,0.00,0.00
Mr Miggles,MIGGLES,45318080.0410064,8036393.01683752,0.00,0.00
Super Champs,CHAMP,45067706.527318925,1237237.91924046,0.00,0.00
yesnoerror,YNE,44485657.26220427,25504793.60773973,0.00,0.00
Alpha Quark Token,AQT,44186765.18807942,20147719.36183156,0.00,0.00
Tensor,TNSR,43768086.47789427,52193786.4413309,0.00,0.01
FirmaChain,FCT,43682507.45708645,4365502.5328615,0.00,0.00
Enzyme,MLN,43420960.933476694,9973900.09248066,0.00,0.00
Moss Coin,MOC,43336864.04631885,10239670.74867583,0.00,0.00
ThunderCore,TT,43331796.50778056,4996272.3305375,0.00,0.00
Whiteheart,WHITE,43141235.58549349,0.0,0.00,0.00
Koma Inu,KOMA,42958348.73682503,38921172.52961604,0.00,0.01
Perpetual Protocol,PERP,42844209.11061612,18080101.0280684,0.00,0.00
Swell Network,SWELL,42624609.56781431,27640104.96763078,0.00,0.00
Hacken Token,HAI,42537175.030416206,771994.99195232,0.00,0.00
sekoia by Virtuals,SEKOIA,42453424.632038936,2507924.43621003,0.00,0.00
Aavegotchi,GHST,42378005.68497926,13275898.48640016,0.00,0.00
Groestlcoin,GRS,42309926.274816506,6664191.94001743,0.00,0.00
FUNToken,FUN,42128743.70243993,5300319.12585997,0.00,0.00
Elastos,ELA,42080281.82775697,814173.98473539,0.00,0.00
Magpie,MGP,42034631.01685713,356522.55801987,0.00,0.00
Shiro Neko,SHIRO,42032939.82488323,14713562.75061834,0.00,0.00
Masa,MASA,41942997.74493849,8892672.20186578,0.00,0.00
XSGD,XSGD,41896439.32608492,7401570.62588767,0.00,0.00
BOBO,BOBO,41805981.91796748,2821607.30941626,0.00,0.00
Dego Finance,DEGO,41600009.07037427,11714122.43010755,0.00,0.00
TokenFi,TOKEN,41580375.37727697,24595802.7151382,0.00,0.00
IDEX,IDEX,41421493.34439306,21564575.35254242,0.00,0.00
Bitgert,BRISE,41234178.31384506,43463110.81899519,0.00,0.01
Electroneum,ETN,40844453.42721969,1247405.60310111,0.00,0.00
Tornado Cash,TORN,40646928.94321658,137903.08691813,0.00,0.00
Odos,ODOS,40636414.59051849,7002533.83158828,0.00,0.00
Alchemix,ALCX,40503721.63020881,10202071.14817861,0.00,0.00
APX,APX,40347448.21302388,7825529.51098249,0.00,0.00
Myro,MYRO,40265513.79954052,37988282.33538798,0.00,0.01
Solend,SLND,40176197.894349135,84063.74336254,0.00,0.00
ZEON,ZEON,40137321.03108618,7178.31246458,0.00,0.00
district0x,DNT,40042868.35599218,721555.70741445,0.00,0.00
SOVRUN,SOVRN,39987063.95546242,459267.04018905,0.00,0.00
Gelato,GEL,39508701.198323615,541318.82612948,0.00,0.00
ALEX Lab,ALEX,39423263.480933115,1677701.48875333,0.00,0.00
GamerCoin,GHX,39375409.52557383,2058837.44084247,0.00,0.00
Tokemak,TOKE,39327036.53662464,180535.36494767,0.00,0.00
NULS,NULS,39264740.747472465,7789243.8188764,0.00,0.00
xMoney,UTK,39253869.07163266,22676730.91956684,0.00,0.00
Streamr,DATA,38861939.81701127,10446398.25512077,0.00,0.00
Flamingo,FLM,38664432.1623617,5826450.49114364,0.00,0.00
Major Frog,MAJOR,38127871.3953712,657615.29067596,0.00,0.00
DIMO,DIMO,38122133.7296025,543714.64986023,0.00,0.00
The Root Network,ROOT,38031648.84544232,4535938.25903098,0.00,0.00
Bella Protocol,BEL,38026232.02730082,13537668.16909359,0.00,0.00
Energy Web Token,EWT,37981747.392124295,968652.57783463,0.00,0.00
Ice Open Network,ICE,37979001.82407691,14109700.79624521,0.00,0.00
Goldfinch,GFI,37790164.53838899,1407660.57597979,0.00,0.00
Large Language Model,LLM,37778385.506137714,64657734.42632448,0.00,0.01
Wanchain,WAN,37747806.41223021,2519938.25911746,0.00,0.00
Open Loot,OL,37689828.55377606,76508812.25445198,0.00,0.01
Polkastarter,POLS,37580933.16210117,1895803.59840816,0.00,0.00
Tether EURt,EURt,37559898.01536351,883158.39410936,0.00,0.00
Houdini Swap,LOCK,37471860.74676761,101248.23876043,0.00,0.00
Chainbounty,BOUNTY,37412677.18176635,5584370.10842068,0.00,0.00
GATSBY (gatsby.fi),GATSBY,37216346.06820595,1405065.4453604,0.00,0.00
Concordium,CCD,37203819.22836427,153292.79386186,0.00,0.00
Venom,VENOM,37155893.99251325,422236.71194274,0.00,0.00
Bluefin,BLUE,37077999.19957877,42856180.06130366,0.00,0.01
Pups (Bitcoin),PUPS,37057067.69564765,841422.75113159,0.00,0.00
Crown by Third Time Games,CROWN,36690600.90986144,568391.60135482,0.00,0.00
SIDUS,SIDUS,36568323.229532994,2330268.64635422,0.00,0.00
MOO DENG (moodeng.vip),MOODENG,36404656.93254933,28811260.96118598,0.00,0.00
A3S Protocol,AA,36325783.48647813,2816161.03233687,0.00,0.00
Pirate Chain,ARRR,36290361.182818145,99040.075788,0.00,0.00
BIM,BIM,36212711.87600571,80405.04361339,0.00,0.00
WHY,WHY,36097333.65278,59512061.42854751,0.00,0.01
Entangle,NGL,35929064.47742801,459963.41243114,0.00,0.00
Komodo,KMD,35752584.92446199,1811749.47901002,0.00,0.00
Verasity,VRA,35731768.26949471,26790255.04811076,0.00,0.00
Stride,STRD,35677184.017994344,113308.89853905,0.00,0.00
Sui Name Service,NS,35588709.30100744,5052005.55753053,0.00,0.00
Celo Dollar,CUSD,35554978.74111926,9235486.70672557,0.00,0.00
